Patient/Cell,IFNg-50ng - 15min,IFNg-50ng+IL6-50ng - 15min,IL10-50ng - 15min,IL2-50ng - 15min,IL4-50ng - 15min,IL6-50ng - 15min,TGFB-50ng - 15min,Untreated - 15min,Untreated - 15 min
Patient 19186-4 - CD4 TEMRA,0.18947808009643913,0.3073755779926568,0.5901450677135022,0.24932278717736467,0.35214763669193466,0.226573253843827,4.301224592341409e-06,0.0,0
Patient 19186-8 - CD4 TEMRA,0.07596902438302508,0.024908216129948896,0.46238348662291096,0.09412857888642745,0.018576186012635172,0.10333534664547493,-1.3476574992060686e-06,0.0,0
Patient 19186-10-T1 - CD4 TEMRA,-0.14664582348939814,0.00012658199649359425,0.9761266906307005,-0.1359055155751704,-0.09067262522466452,0.09935891750550806,5.321145483338424e-06,0.0,0
Patient 19186-10-T2 - CD4 TEMRA,0.047838890079613686,9.566666703531113e-05,0.8058993182016814,0.134818812180028,0.22096346479684337,0.2201609706876106,4.7371108384762515e-06,0.0,0
Patient 19186-10-T3 - CD4 TEMRA,-0.06138150553837702,0.00021852796012476918,0.3570092166324574,0.19101904700963773,0.3656313888637585,0.03543626519272139,1.005616021941272e-06,0.0,0
Patient 19186-15-T1 - CD4 TEMRA,-0.19989891413989921,0.00014952462364041148,0.28923171501426265,-0.14900717017916762,0.011134267701122642,0.0886075289051098,5.92900765912458e-06,0.0,0
Patient 19186-15-T2 - CD4 TEMRA,-0.030438215447280908,9.268287436099142e-05,0.4121017259424356,0.12662398206103015,-0.021645614310351037,0.255319240299521,5.207625369602639e-06,0.0,0
Patient 19186-15-T3 - CD4 TEMRA,-0.05412479375426259,0.00011044939815633626,0.8667917256950954,0.07655559624647426,0.01836835499103778,-0.017350020557064413,7.993948664127857e-06,0.0,0
Patient 19186-14 - CD4 TEMRA,0.205613095589095,5.203661229271178e-05,0.2952972009695513,0.20504684637431553,0.12380026697766752,0.23884773801199666,0.1688484084018005,0.0,0
Patient 21368-3 - CD4 TEMRA,0.12713246778301754,0.00013201800142512184,0.9300196558084439,0.0034766357564828317,0.09250685769854088,0.23130776550428667,0.24514583632270456,0.0,0
Patient 21368-4 - CD4 TEMRA,0.012213248499035819,7.699248416788555e-05,1.0,0.02604517109548069,-0.002999471058677358,-0.003101673472795618,0.008435392883056668,0.0,0
Patient 406 - CD4 TEMRA,-0.007066504662920373,0.04535128430870797,0.43545716599579076,0.06412931101797434,0.12347517350067079,0.03223272505081642,2.277358407384889e-06,0.0,0
Patient 26 - CD4+,0.05330308892829437,0.00011995977043853378,0.8142901378615363,0.051830220433430815,0.07901507132562693,0.8360028770724578,0.0729262543249576,0.0,0
Patient 28 - CD4+,0.003910294260203541,0.0001102699641020762,0.7601934116154536,0.016623015370027434,0.03159516580743792,0.4009353212403147,0.010401238415378506,0.0,0
Patient 30 - CD4+,0.03367996711473549,0.0001224019945951337,0.7112643650804574,0.05678312330132803,0.08528880186201213,0.4912045407315297,0.031203163451746705,0.0,0
Patient 34 - CD4+,0.04463118937466622,0.00012611410378330804,0.762829912111895,0.00012795756939899144,0.04025721070270885,0.7706553176605881,-0.03816839013029406,0.0,0
Patient 35 - CD4+,-0.05538634721789739,0.47718234720628633,0.7627586351927602,-0.05967148660075654,-0.038192070944014,0.6722953054026882,-0.05653408292294572,0.0,0
Patient 43 - CD4+,-0.16273366921752194,0.07439340794064325,0.24230571543728122,-0.1432080303997364,-0.16710564973088013,0.052150969480383384,-0.18743065489107144,0.0,0
Patient 44 - CD4+,-0.023916971649347862,0.19007489405362057,0.4068550364491015,-0.022080398239813417,-0.072145431154771,0.4163533388174596,-0.08404801392716497,0.0,0
Patient 45 - CD4+,0.033544561072609384,0.27111632114703954,0.43081698939372626,0.026815984410790545,-0.01865996939109178,0.44531700065096286,0.007143342345980894,0.0,0
Patient 52 - CD4+,-0.03350657762072587,0.15150514481249044,0.6122131220149528,-0.10845547155635081,-0.09219439829503903,0.2317958275230856,-0.06900140425721554,0.0,0
Patient 52A - CD4+,0.029824463562267735,0.000107227409725821,0.9534753713902813,0.04080979280366049,-0.012648994041606534,0.542173576968697,0.00980268933071037,0.0,0
Patient 54 - CD4+,-0.023318560862277928,0.4710284221750618,0.7572533607721159,0.01450746909388156,0.04609963984981488,0.6250706521695464,-0.01819347932444848,0.0,0
Patient 56 - CD4+,-0.05170282415609849,0.1284904524132761,0.4875254508431615,-0.02907844469572362,-0.05472149798149687,0.3093076101589237,-0.09835117752269276,0.0,0
Patient 58 - CD4+,-0.0031511297528833146,0.015684530884354182,0.5958833059520757,0.024038198228762325,0.025413752406787723,0.043374815033522834,-0.05890668922568844,0.0,0
Patient 60 - CD4+,-0.011656607866633042,0.00011248377276428518,0.7587273528009572,0.001036500522043991,0.024521022816322794,0.5935592365985218,-0.06984798953560957,0.0,0
Patient 61 - CD4+,-0.0704853840002023,0.00011065041019338289,0.6921721009286284,0.004314105305019868,0.006217442819249705,0.4531392921960806,-0.017932887988055996,0.0,0
Patient 62 - CD4+,0.029939945732644097,9.668658446925643e-05,0.5378595510236854,0.013415425004604496,0.043810865758623335,0.31994742801015497,-0.01984654692418593,0.0,0
Patient 63 - CD4+,0.008230626792197753,0.08731584611175194,0.3639584754793407,0.03664870968684706,0.07432210363698541,0.21247234459520917,-0.07258711154709342,0.0,0
Patient 66 - CD4+,0.05606719883954298,0.23209857796894431,0.4379791528184763,0.04191240301379222,0.062168874368571096,0.37871950379554437,-0.010788928763042467,0.0,0
Patient 68 - CD4+,0.07144805547696857,0.00011806641941042415,0.7855037722742131,0.11257569009559033,0.15790745410077892,0.552664155127237,0.0945934493833252,0.0,0
Patient 69 - CD4+,0.006761821049330583,0.00012033662243231922,0.6916482102857274,0.020428614008516574,0.04121951024224314,0.6185227195835102,0.04640366916721077,0.0,0
Patient 70 - CD4+,0.058246497431089936,0.43546383303265834,0.7252085882616508,0.069064008614259,0.09230532638998422,0.6141121163087235,-0.00408827225288982,0.0,0
Patient 79 - CD4+,-0.10152157291817485,0.30052356098043304,0.4395909179986759,-0.1040478387734151,-0.09495772707789209,0.49269877854929395,-0.14396319246848197,0.0,0
Patient 19186-2 - CD4+,0.01051524961794818,0.00014637009302669892,1.0,0.07665693607370548,0.0886368054728135,0.34247690716435664,-0.0013697857575248927,0.0,0
Patient 19186-3 - CD4+,0.01712679104061861,0.00012021077400799266,1.0,0.042689004547390774,0.010472268243843142,0.243622769741542,-0.010704999818239342,0.0,0
Patient 19186-4 - CD4+,0.08024883465591333,0.2141084384363126,0.20130944766937006,0.11465832792191838,0.13842900899752195,0.26655936043491163,4.109839582903174e-06,0.0,0
Patient 19186-8 - CD4+,0.04720614713260626,0.2947328310730097,0.20777547152562714,0.08042116920469335,0.017847517797151286,0.4252338559919418,1.2672923556750084e-06,0.0,0
Patient 19186-10-T1 - CD4+,-0.046395449029024434,5.415962521487335e-05,0.2876024629880482,0.00878343260371786,0.03732792410013259,0.45549255577927844,4.201440400697565e-06,0.0,0
Patient 19186-10-T2 - CD4+,-0.04010374876146015,5.48236280304985e-05,0.28949642375677204,0.05410700225024,0.1480355410952446,0.21048481984478892,5.036043174893761e-06,0.0,0
Patient 19186-10-T3 - CD4+,-0.07407895889283468,5.3337732875366725e-05,0.21370054088971094,0.04228569662600495,0.07301717043126668,0.42228272313071974,2.575944913709991e-06,0.0,0
Patient 19186-15-T1 - CD4+,-0.03973610588727986,6.0610418212175717e-05,0.214546866656517,0.04129920163124873,0.07259403734622304,0.770594885768404,4.320729960257515e-06,0.0,0
Patient 19186-15-T2 - CD4+,-0.03777415891656006,5.2350364806826815e-05,0.26838340359277413,0.03402928801136569,0.06714522300244087,0.7918615796895083,6.445882032369206e-06,0.0,0
Patient 19186-15-T3 - CD4+,-0.04796149080976852,5.0141900194323746e-05,0.18145449280957676,0.040672876953559686,0.04203047855193157,0.32436872280246065,5.941777564159253e-06,0.0,0
Patient 19186-14 - CD4+,-0.009498080500009628,8.992939400024256e-05,0.5848402945609394,0.03787979210430881,0.02160148149450941,0.12726264301950263,-0.0123336785007583,0.0,0
Patient 21368-3 - CD4+,0.014717485319810143,0.00011531023187783343,0.7634606997223322,0.041514690251399214,0.06633645240673187,0.26491880993021694,0.04403262483696531,0.0,0
Patient 21368-4 - CD4+,-0.0022478089976059094,8.465931649495881e-05,0.7130103495225697,0.01782454385501779,0.011269657982544524,0.0796331646699218,0.012929652770038597,0.0,0
Patient 406 - CD4+,0.02850142997187683,0.16574099818668933,0.1564909765990207,0.06615756398061559,0.10266939679404026,0.1929820463542158,3.454100654778234e-06,0.0,0
Patient 26 - CD4-/CD8-,0.13483834454905702,0.00013849641275460407,1.0,0.06472015205004507,0.13008341199121604,0.2607975452182402,0.14958187691880573,0.0,0
Patient 28 - CD4-/CD8-,0.0760496535691407,0.00010188053458922238,0.9129713289267566,0.030429251104019985,0.061991887453371336,0.11881957135479725,0.05993018190299613,0.0,0
Patient 30 - CD4-/CD8-,0.05811235423410142,0.00011085311668883387,0.8321918005492355,0.0273210332741951,0.04621042624254782,0.08332093496129833,0.01922122392526112,0.0,0
Patient 34 - CD4-/CD8-,0.10928195630888074,0.00012893544644192648,1.0,-0.050029371755345976,-0.07283486524502414,0.09234198800055254,-0.022616293765250782,0.0,0
Patient 35 - CD4-/CD8-,-0.061407310392052585,-0.024016220317271242,0.9670228837454089,-0.05521008931205481,-0.061848785041231466,-0.027030375117066085,-0.06530514670483573,0.0,0
Patient 43 - CD4-/CD8-,-0.10895453867422072,0.03544075245611983,0.9443334122836425,-0.08877212406194418,-0.09708609173442341,0.008613102408725808,-0.08189998491793658,0.0,0
Patient 44 - CD4-/CD8-,-0.05880297791178521,-0.11340429322085412,0.8024880280356529,-0.08250269417218188,-0.13012034465796418,0.006008986739520963,-0.1204839543823785,0.0,0
Patient 45 - CD4-/CD8-,0.004285773689119845,-0.025664783894242288,0.4261709055904396,-0.012672633003476055,-0.039489453200736935,0.0212755025051402,-0.043581105288738,0.0,0
Patient 52 - CD4-/CD8-,-0.009308326106712925,0.0333643370794933,0.7098702477122593,-0.11221087423374225,-0.09602591847316465,-0.06949077740894671,-0.08112283613794351,0.0,0
Patient 52A - CD4-/CD8-,0.04757919120856459,0.00010241228101982022,1.0,0.04934967579352725,0.011315414615230324,0.06660373050695298,0.043068277857793845,0.0,0
Patient 54 - CD4-/CD8-,-0.024389827118430657,0.17650855537843757,0.9140715106041424,-0.02887199025209237,-0.0174354308843149,0.26881934309943684,0.019411305996144965,0.0,0
Patient 56 - CD4-/CD8-,-0.04320682115968021,-0.05130406908612189,0.591666998631153,-0.06871893676036839,-0.0590327944413838,0.02109304099312155,-0.12111981605979481,0.0,0
Patient 58 - CD4-/CD8-,0.002103564783032457,0.0004387765289871123,1.0,0.004347803348240108,0.013915368364172568,0.047379205724910986,0.007329741956361626,0.0,0
Patient 60 - CD4-/CD8-,-0.016080940535937328,0.00010304511599257106,0.888756601437772,-0.04276222182115122,-0.02536765545911178,0.012588920437206315,-0.08556340601912986,0.0,0
Patient 61 - CD4-/CD8-,0.03827607066489577,0.00010816122843441289,0.9069471591923203,-0.0033061302526372362,0.008153690307789478,0.09117054577387007,0.008551214003886077,0.0,0
Patient 62 - CD4-/CD8-,0.04267520334780553,9.500813448759514e-05,0.7508154734936596,-0.0044352681093914725,0.00800568779194978,0.022419510188010833,-0.02675157733550932,0.0,0
Patient 63 - CD4-/CD8-,0.019742756288043402,-0.013337122062015481,0.592565711407113,0.020600572572921902,0.12810587741103618,0.061209064608532246,-0.0740939736637446,0.0,0
Patient 66 - CD4-/CD8-,0.09895217356023824,0.0502508092275786,0.7965079008639697,0.0654014477665443,0.06976155500104646,0.10964194664953476,0.06437055410890898,0.0,0
Patient 68 - CD4-/CD8-,0.15819935204884505,0.00012495049803569705,1.0,0.08234127432014114,0.24747994027195094,0.24309318769827895,0.11851979772511703,0.0,0
Patient 69 - CD4-/CD8-,-0.015950120200404906,0.00013104055826508663,0.8591323374807835,-0.05150164365901712,-0.015844163302498052,0.07201799852642025,-0.020007632683411027,0.0,0
Patient 70 - CD4-/CD8-,0.09310102933505769,0.11554768315976754,0.8523538276018608,0.07435756160944658,0.09263793892869258,0.15186195426691915,0.04006092401143032,0.0,0
Patient 79 - CD4-/CD8-,-0.10122168738431102,0.02339357208852752,0.7522971128054368,-0.06439701328819185,-0.05786360095982772,0.026452359424738635,-0.04720865671026807,0.0,0
Patient 19186-2 - CD4-/CD8-,0.015126161427028828,0.00013039520327034655,1.0,0.029456867875313722,0.07762279877906927,0.0644944710439227,-0.003130014452479676,0.0,0
Patient 19186-3 - CD4-/CD8-,0.045290538696686186,0.00011582899425938079,1.0,0.029605239486690336,0.0147036016381811,0.058927002097729136,-0.023050151451991015,0.0,0
Patient 19186-4 - CD4-/CD8-,0.08898740589386105,0.21212308855252038,0.460879970143634,0.0947207327348689,0.1462722278081556,0.19344042278090817,5.34129759758894e-06,0.0,0
Patient 19186-8 - CD4-/CD8-,0.02978824525574676,0.08797332539616079,0.3498354556117341,0.014012972442222542,-0.04719465301630335,0.07213075432901755,-2.2007154762103147e-07,0.0,0
Patient 19186-10-T1 - CD4-/CD8-,-0.08622551689191045,0.00010104097461894648,0.624717307095093,-0.05710291632576847,-0.0843267893213393,0.020532056042188915,5.7762146449144526e-06,0.0,0
Patient 19186-10-T2 - CD4-/CD8-,-0.002245691844097659,9.454117494100301e-05,0.664436553609348,0.031063014042791746,0.06800417736364309,0.03982794953443505,7.0675057700766235e-06,0.0,0
Patient 19186-10-T3 - CD4-/CD8-,-0.06441154877914809,0.00010907835445070186,0.4882576882202876,0.00400404730424967,0.042450407856673755,-0.0012809535090967299,1.1472633669765111e-06,0.0,0
Patient 19186-15-T1 - CD4-/CD8-,-0.07419962123717193,0.00010087074501931591,0.564872876291212,-0.06699920942958813,0.0006620789949512251,0.03824245994102968,4.480738189682915e-06,0.0,0
Patient 19186-15-T2 - CD4-/CD8-,-0.26588343012642424,0.0001797913657919086,0.44469127974905215,-0.026167594018213454,-0.1806454170186595,-0.08943953677314019,1.461251580042707e-05,0.0,0
Patient 19186-15-T3 - CD4-/CD8-,-0.08543893850492704,9.547557129218522e-05,0.5689491417579068,0.013269397239925129,-0.0560376810312928,-0.06628406705278304,8.505981545208897e-06,0.0,0
Patient 19186-14 - CD4-/CD8-,-0.03843048567130222,8.730129784154962e-05,1.0,0.03876403726648462,-0.01325545279027376,-0.011221207082089485,-0.04633727643456755,0.0,0
Patient 21368-3 - CD4-/CD8-,0.0654887875665095,0.00010827283855119903,1.0,0.035584804057648266,0.05938950361284136,0.12848133946285326,0.04894842084850584,0.0,0
Patient 21368-4 - CD4-/CD8-,0.023914897187818206,9.64914726478405e-05,0.8535115299269268,0.009525902700390759,0.022854631318877848,0.0054540421276774624,0.010083469318472045,0.0,0
Patient 406 - CD4-/CD8-,0.04997809277731553,0.06751706607869094,0.3051088375476259,0.05436834236810807,0.07463906368769889,0.04345288780147735,3.3369555864600003e-06,0.0,0
Patient 26 - CD8 Naive,0.04858400612871646,0.00012892904290319642,0.82163701183981,0.028670396998997684,0.045778905483481916,0.5633198460905379,0.06275085880544379,0.0,0
Patient 28 - CD8 Naive,-0.010225512542949382,0.00011102528381748795,0.627353707002226,-0.01591719927111809,0.006666654638795238,0.19012255147182125,-0.022588110992074927,0.0,0
Patient 30 - CD8 Naive,0.03207521208340353,0.0001295310243982176,0.6508363616265701,0.01845125922213092,0.06235515862939857,0.3180336258845748,0.033224403047429796,0.0,0
Patient 34 - CD8 Naive,0.03348446315826444,0.000125100714517037,0.7924701338704236,-0.012323508312749924,0.021633713355468355,0.47012977592590066,-0.029615992112439524,0.0,0
Patient 35 - CD8 Naive,-0.05915084632644326,0.31849676325749643,0.8704345515140568,-0.06968119858408621,-0.03816488853113985,0.502744034026129,-0.034887636851180376,0.0,0
Patient 43 - CD8 Naive,-0.18317850551735104,0.08620348695974689,0.3186138425985266,-0.18649590521505968,-0.17339423660710573,0.06250491058197123,-0.15779138087096564,0.0,0
Patient 44 - CD8 Naive,-0.0616969539275478,-0.03882798685193555,0.7026267356781242,-0.07572171578707104,-0.08893049788397676,0.09272627055055943,-0.1320756236168892,0.0,0
Patient 45 - CD8 Naive,0.016014491128352258,0.017002649804259997,0.3462158133571873,0.003748008327747443,-0.0033698329350328082,0.07755178699277111,-0.011447834677062693,0.0,0
Patient 52 - CD8 Naive,-0.02768859706175817,0.1906820347346485,0.5574366927814514,-0.11317949461754599,-0.08380830542079808,0.3741812686074972,-0.06994559258034196,0.0,0
Patient 52A - CD8 Naive,0.027668956787560397,9.784806378587405e-05,1.0,0.025877001451919752,-0.015540468355807437,0.2059097539578577,0.008221710324133326,0.0,0
Patient 54 - CD8 Naive,-0.013956350542414056,0.3073850265558858,0.8242546396812123,0.0043214542746050225,0.04938659393281192,0.45533658909365726,-0.029778777759745866,0.0,0
Patient 56 - CD8 Naive,-0.052327507914065485,0.07411242007583228,0.4598387169796254,-0.031707901124731895,-0.04743393067642884,0.2204964859158278,-0.11650664976784326,0.0,0
Patient 58 - CD8 Naive,0.003948987768237677,0.005451517380418752,0.7817952064761097,-0.014090668084608238,0.035251009176837794,0.0550898544959093,-0.021143068256188544,0.0,0
Patient 60 - CD8 Naive,0.006719127880580039,0.00010954265804688858,0.8186389209441541,-0.00159429368487093,0.004654070044015713,0.3490292860415455,-0.06846075985360492,0.0,0
Patient 61 - CD8 Naive,-0.08073754745605134,0.0001194883013382632,0.6333391390623168,-0.03195042590949718,-0.009268456558325547,0.3456880515866438,-0.02559902741697667,0.0,0
Patient 62 - CD8 Naive,0.0018344205315330027,0.00010196576391709697,0.4852882777285772,-0.02238413715709413,0.024121392654862104,0.18594442569733133,-0.028327541740744443,0.0,0
Patient 63 - CD8 Naive,0.01727712822997829,0.055207323145594143,0.5406530616205324,0.03558377932754173,0.07822330506059447,0.16361028051565626,-0.045537105380273786,0.0,0
Patient 66 - CD8 Naive,0.046776527391402666,0.18674121736513588,0.4027622277740669,0.007486945324941572,0.04535608691798883,0.30559144358964296,-0.002586844618843232,0.0,0
Patient 68 - CD8 Naive,0.0719047991635415,0.00012141418514913967,0.8153761636000014,0.09709910226903702,0.13715506063412208,0.4044581734101397,0.08107015507147809,0.0,0
Patient 69 - CD8 Naive,0.022731938906179455,0.00010333629012797235,0.6685434352284789,-0.004993949438142669,-0.0009956576760351411,0.26580610814644895,0.06151203760104927,0.0,0
Patient 70 - CD8 Naive,0.11208051941274334,0.20099442723934008,0.9016754314906006,0.08860946982024932,0.1478736030351432,0.27668395579095595,0.052070752269340444,0.0,0
Patient 79 - CD8 Naive,-0.1286663887854468,0.1402863775151045,0.6586720669368903,-0.15141436928387117,-0.06974256241956756,0.24808586172323419,-0.13256344135341516,0.0,0
Patient 19186-2 - CD8 Naive,-0.0026917692716520985,0.00014527520644749727,0.7384553887940164,0.03888800295634025,0.06143416805840096,0.2174801372381543,0.008905361664773325,0.0,0
Patient 19186-3 - CD8 Naive,0.048105412411604404,0.00013149133404326797,1.0,0.06446690822959494,0.0405789927848356,0.14904406810877507,0.012833493446737442,0.0,0
Patient 19186-4 - CD8 Naive,0.06330433739985508,0.1822507179925053,0.19979469441536293,0.05853785457568765,0.10898041053281025,0.22611595872558263,3.339534294514482e-06,0.0,0
Patient 19186-8 - CD8 Naive,0.06722178294098032,0.08087412999579571,0.4706832842678258,0.0816566135807039,0.014336341039751753,0.11721624958484221,-3.4444115553027866e-07,0.0,0
Patient 19186-10-T1 - CD8 Naive,-0.03591960696026594,5.38630991135151e-05,0.32283166813984254,-0.015717452061267647,-0.005658599187671443,0.2833686286300422,2.231434425463321e-06,0.0,0
Patient 19186-10-T2 - CD8 Naive,-0.014329630270718,5.338876394510318e-05,0.3330207405171225,0.029593746405763774,0.1284819945920259,0.13660690790676697,2.5304763990092236e-06,0.0,0
Patient 19186-10-T3 - CD8 Naive,-0.04682750715061779,5.313763171680978e-05,0.26591565379394283,0.015812793034600304,0.04512460665849807,0.2703131627990953,9.335721476337171e-07,0.0,0
Patient 19186-15-T1 - CD8 Naive,-0.03341636606653942,7.951825576666333e-05,0.6301878783843583,0.003401849116340105,0.03630860749179161,0.26415194741821135,3.850298416845813e-06,0.0,0
Patient 19186-15-T2 - CD8 Naive,-0.03642039156331063,5.974294768006596e-05,0.440528128581283,-0.003904015819735256,0.03149537854024648,0.2678023600552086,4.675939046030643e-06,0.0,0
Patient 19186-15-T3 - CD8 Naive,-0.08713801569307153,7.900968034708942e-05,0.6679417627244782,-0.008614577382507874,-0.03271232456942287,0.10914486527490644,6.281190951947063e-06,0.0,0
Patient 19186-14 - CD8 Naive,-0.03058848633798936,9.265529076784371e-05,0.7205689045952052,0.018525441602449767,-0.007486111433201423,0.019313991278748402,-0.008989285668070049,0.0,0
Patient 21368-3 - CD8 Naive,0.019603435110316487,0.00012103039461217879,0.6992511872907654,0.032342175870615476,0.03708453676475982,0.16146037575547442,0.045938957917546305,0.0,0
Patient 21368-4 - CD8 Naive,-0.017271513081527898,0.00013506048818661583,0.9723417115768672,0.022506972217367773,-0.0036577676564383092,0.06588288978237576,0.0272689831221394,0.0,0
Patient 406 - CD8 Naive,0.042159856824517145,0.10162840257191763,0.18551150503749286,0.05491013999222679,0.08948913825028755,0.10561543876470837,2.0909231254514805e-06,0.0,0
Patient 26 - CD8 TCM,0.08006824949309511,0.00012898587358331024,0.982602191055216,0.044032707060493295,0.05617625779480597,0.13820972228383951,0.052249972577918295,0.0,0
Patient 28 - CD8 TCM,0.04824237941500737,9.98211410869302e-05,0.8619469767303946,0.015623919034210076,0.03252500256511756,0.11281931615918396,0.015221160798371701,0.0,0
Patient 30 - CD8 TCM,0.04642428262274023,0.00011188121985560527,0.9024381066017135,0.0321357562314303,0.03754945366471386,0.07318341285614167,0.02753350481068711,0.0,0
Patient 34 - CD8 TCM,0.02431168938862125,0.00012061063053357713,0.9513205519140266,-0.005291530289715203,-0.0003585048261656089,0.07291076186639507,-0.022028967401017653,0.0,0
Patient 35 - CD8 TCM,-0.053360690330814864,0.011643943790868822,0.9907904018856256,-0.0500110285085974,-0.05725042909194437,0.030602026618806608,-0.043127407957813654,0.0,0
Patient 43 - CD8 TCM,-0.0662978348583802,0.050001298058933254,0.9555820366230089,-0.04308366214666491,-0.040182706085541614,0.039555147810225434,-0.04298669657982897,0.0,0
Patient 44 - CD8 TCM,-0.06151133163329596,-0.07948998609864609,0.7662195947809209,-0.07211591540047142,-0.10125055703395484,-0.008441421160987898,-0.11467865543068634,0.0,0
Patient 45 - CD8 TCM,0.01032055005204322,-0.022547943495846053,0.6538846499873117,-0.001180222237547641,-0.012916870112910624,0.05428427141066293,-0.03501921362772386,0.0,0
Patient 52 - CD8 TCM,-0.0315841029018355,0.014743890931002236,0.6746402777965104,-0.1068976766728415,-0.07032697262210477,0.016257959153659327,-0.05920524420789848,0.0,0
Patient 52A - CD8 TCM,0.029923701986588898,0.00011261243175311603,1.0,0.011359169261197209,-0.023039960923251543,0.07094204153334233,0.007634688464777395,0.0,0
Patient 54 - CD8 TCM,-0.022399911827935326,0.07238925252005748,0.982387779397067,-0.04209968204576599,0.032683659208021625,0.08377642331530182,-0.00791770709372587,0.0,0
Patient 56 - CD8 TCM,-0.029297817050194564,-0.04460312416670654,0.6302518412420111,-0.06173119397143361,-0.0525446602616916,0.044632693062867886,-0.07920581669313614,0.0,0
Patient 58 - CD8 TCM,0.015861617014255137,0.00780544508202403,1.0,0.01501913055671759,0.028579380393515715,0.04519639297578512,0.003135426549232047,0.0,0
Patient 60 - CD8 TCM,-0.0025748214286445453,0.000105969335818498,0.8899556130358344,-0.01586349792684033,-0.015705572926672164,0.058198304777433395,-0.06667978371683521,0.0,0
Patient 61 - CD8 TCM,0.028641265245445885,9.992073980366212e-05,0.8533376066787675,-0.030864125740732645,-0.02586477325687422,0.07028537650197897,-0.017757533709193425,0.0,0
Patient 62 - CD8 TCM,0.04208434405885837,0.00011095647320290268,0.8146485684993234,-0.012017860427672169,0.024435286760879363,0.08727450437835117,-0.04448124688670297,0.0,0
Patient 63 - CD8 TCM,0.015642765106883876,0.03282625955766195,0.7033761479723207,0.032944256825142175,0.11321829969691931,0.1321828584427214,-0.04050383303858402,0.0,0
Patient 66 - CD8 TCM,0.09843753521497599,0.06328887416440226,0.763818086122383,0.057161614523923175,0.060668575303412554,0.10354001373123983,0.06844274847229134,0.0,0
Patient 68 - CD8 TCM,0.013855410429163165,0.00012002900632018857,1.0,0.023876674141730867,0.06289703398618587,0.1574187213775276,0.007396574045644895,0.0,0
Patient 69 - CD8 TCM,0.02249001419363085,0.000102728495337846,0.8460666112498006,-0.01659694398212665,-0.016516122857987568,0.054039060812709094,0.039108604271355596,0.0,0
Patient 70 - CD8 TCM,0.08050028882340629,0.19625032007759288,0.9146472962296142,0.07083948510767167,0.11765798034159104,0.2924828314690847,0.026661433027539372,0.0,0
Patient 79 - CD8 TCM,-0.051625901235118996,-0.01754133553460464,0.744778759885353,-0.07774813081862468,-0.06851826391433012,0.014073960980382385,-0.05319045818615177,0.0,0
Patient 19186-2 - CD8 TCM,0.02871359683572393,0.00012302858731777784,1.0,0.04539980494500282,0.048996832009913144,0.09262256884709168,0.007112017330328207,0.0,0
Patient 19186-3 - CD8 TCM,0.010056934389816372,0.00012097814578205141,1.0,0.06060099231081752,0.05991116694867467,0.14787479100776732,0.0018106950573841566,0.0,0
Patient 19186-4 - CD8 TCM,0.057438317177649675,0.14125353471154944,0.4556237124982621,0.06361286699955432,0.10182611523691051,0.14508403990096283,5.8876014915218085e-06,0.0,0
Patient 19186-8 - CD8 TCM,0.03195112250340943,0.11579896034483339,0.3502323737379231,0.051387167967193156,-0.00036797404212562506,0.1672928621583107,8.736915640819083e-07,0.0,0
Patient 19186-10-T1 - CD8 TCM,-0.0354750365049505,8.208116563950147e-05,0.62303171913981,-0.03323509001453198,-0.01260312786396213,0.15801231446859043,5.403501901769835e-06,0.0,0
Patient 19186-10-T2 - CD8 TCM,-0.004237856055028157,7.542192466242433e-05,0.6112027589409056,0.019340011729747177,0.12766569849678464,0.08141539255427994,5.716696040027081e-06,0.0,0
Patient 19186-10-T3 - CD8 TCM,-0.037319527037485395,8.148135193154895e-05,0.5363592733588393,0.011642766677446108,0.07236362606792054,0.15216419131923878,3.1501706405992484e-06,0.0,0
Patient 19186-15-T1 - CD8 TCM,-0.036234447548983445,8.498245608934917e-05,0.5285988372240963,-0.008910254096087878,0.03092519432048102,0.1879559537084884,5.017766174730873e-06,0.0,0
Patient 19186-15-T2 - CD8 TCM,-0.0385089507248385,7.512076938066063e-05,0.4636976720274331,-0.0026073452563937713,0.011066890552754569,0.20833741640114176,6.855020118647745e-06,0.0,0
Patient 19186-15-T3 - CD8 TCM,-0.06850160967917888,7.730516229730176e-05,0.5353555130106543,0.008011650701232123,-0.001001891319717493,0.07952328404580557,7.4082552419595626e-06,0.0,0
Patient 19186-14 - CD8 TCM,0.003650166228508311,0.0001040918493001956,1.0,0.04438234095344501,0.010307609785853279,0.025074926540069247,0.03324222470684609,0.0,0
Patient 21368-3 - CD8 TCM,0.042667682887099545,0.00011871468172520367,1.0,0.03626745548183229,0.0552261630352683,0.11293034765693608,0.04346330652950895,0.0,0
Patient 21368-4 - CD8 TCM,-0.0054028874358818205,0.00010783773073103523,1.0,0.001039721631508414,0.003425058425177683,0.02826422456149693,0.02222098044081821,0.0,0
Patient 406 - CD8 TCM,0.05064050590525849,0.09479593951464028,0.31879745018544464,0.04401110110325835,0.08853886539501174,0.09360871079662898,3.7215809873310267e-06,0.0,0
Patient 26 - CD8 TEM,0.07709361328797891,0.00012688795807654836,0.9643942875005955,0.04213348237974105,0.060888528405305065,0.12487159030765783,0.0561985186781172,0.0,0
